PATIENT_ID,PSMC1,BRCA1,MCM2,BRCA2
TCGA.AO.A129.01,0.04068418,0.92103313,0.03124161,0.65297679
TCGA.AO.A12A.01,0.05058168,0.913991,0.07549133,0.93231918
TCGA.AO.A12B.01,0.0238814,0.9236074,0.03619484,0.94777247
TCGA.AO.A12D.01,0.02858528,0.91907202,0.24087138,0.86033713
TCGA.AO.A12E.01,0.02810225,0.9143752,0.04162461,0.91627724
TCGA.AO.A12F.01,0.02061763,0.91631934,0.05449382,0.18178203
TCGA.AO.A12G.01,0.02700241,0.91746658,0.0366847,0.93574076
TCGA.AO.A12H.01,0.0212674,0.91777802,0.04095039,0.88440488
TCGA.AO.A1KO.01,0.02616758,0.92477432,0.08259947,0.90712005
TCGA.AO.A1KP.01,0.03434567,0.91483652,0.69454126,0.94257787
TCGA.AO.A1KQ.01,0.02948814,0.90860861,0.07388432,0.89708342
TCGA.AO.A1KR.01,0.02718889,0.93296679,0.03781803,0.55377292
TCGA.AO.A1KS.01,0.0269882,0.9058407,0.40616113,0.94505875
TCGA.AO.A1KT.01,0.02604281,0.91998151,0.02956457,0.893835
TCGA.AQ.A04H.01,0.04452412,0.91413538,0.04289794,0.9413704
TCGA.AQ.A04J.01,0.03639679,0.90634367,0.07746579,0.44920376
TCGA.AQ.A04L.01,0.04079951,0.89608227,0.08200542,0.94819493
TCGA.AQ.A0Y5.01,0.0346714,0.88675948,0.04754919,0.89642725
TCGA.AQ.A1H2.01,0.02915056,0.93014831,0.03299378,0.89705199
TCGA.AQ.A1H3.01,0.02516646,0.90398424,0.04905425,0.89303072
TCGA.AQ.A54N.01,0.03548479,0.89744201,0.04862795,0.09574813
TCGA.AQ.A54O.01,0.04274019,0.87971967,0.03512274,0.91656963
TCGA.AQ.A7U7.01,0.02243223,0.93532078,0.03720744,0.86215278
TCGA.AR.A0TP.01,0.04968727,0.84815726,0.02622755,0.93764907
TCGA.AR.A0TQ.01,0.02046092,0.91040938,0.27667114,0.92635923
TCGA.AR.A0TR.01,0.03187644,0.90236548,0.02230605,0.96062996
TCGA.AR.A0TS.01,0.03344624,0.88913372,0.03954102,0.8934724
TCGA.AR.A0TT.01,0.03830791,0.90717673,0.04015629,0.90740848
TCGA.AR.A0TU.01,0.03791783,0.9006463,0.02494869,0.40696416
TCGA.AR.A0TV.01,0.03507154,0.93684812,0.02826384,0.93933583
TCGA.AR.A0TW.01,0.03743687,0.9058756,0.02445264,0.88656776
TCGA.AR.A0TX.01,0.03445405,0.91624448,0.16807473,0.71745391
TCGA.AR.A0TY.01,0.01903305,0.86084622,0.05107041,0.9363746
TCGA.AR.A0TZ.01,0.03108343,0.9312126,0.51251843,0.95568979
TCGA.AR.A0U0.01,0.03733284,0.89818858,0.0349333,0.81891775
TCGA.AR.A0U1.01,0.03410663,0.89837748,0.05932506,0.85784029
TCGA.AR.A0U2.01,0.02798385,0.90773688,0.03024799,0.92761139
TCGA.AR.A0U3.01,0.03318223,0.90175716,0.35122399,0.93994601
TCGA.AR.A0U4.01,0.03417202,0.88151929,0.02468151,0.27462176
TCGA.AR.A1AH.01,0.0326313,0.82991887,0.10832417,0.45795122
TCGA.AR.A1AI.01,0.02573507,0.90838915,0.032562,0.57304872
TCGA.AR.A1AJ.01,0.03281647,0.89587113,0.03965901,0.75932254
TCGA.AR.A1AK.01,0.02973762,0.92686133,0.04235797,0.88998574
TCGA.AR.A1AL.01,0.02851391,0.92616583,0.07492608,0.94688648
TCGA.AR.A1AM.01,0.03016408,0.92053614,0.06130772,0.90204434
TCGA.AR.A1AN.01,0.02726549,0.9168259,0.02590954,0.92737811
TCGA.AR.A1AO.01,0.02676713,0.93029675,0.03505855,0.72004011
TCGA.AR.A1AP.01,0.03151523,0.90757352,0.036226,0.8023936
TCGA.AR.A1AQ.01,0.02988247,0.9250052,0.06532615,0.59482272
TCGA.AR.A1AR.01,0.03030182,0.90555882,0.02940014,0.49979936
TCGA.AR.A1AS.01,0.03609117,0.91498379,0.02759085,0.92912744
TCGA.AR.A1AT.01,0.02653106,0.87254644,0.02494091,0.87914883
TCGA.AR.A1AU.01,0.03006457,0.92911099,0.06231797,0.90751036
TCGA.AR.A1AV.01,0.03061761,0.87820211,0.02113131,0.93689984
TCGA.AR.A1AW.01,0.02936304,0.92862938,0.03216535,0.8792021
TCGA.AR.A1AX.01,0.02982911,0.92201447,0.0270576,0.86706922
TCGA.AR.A1AY.01,0.03265659,0.89782728,0.03210605,0.91708148
TCGA.AR.A24H.01,0.03377149,0.944368,0.07545474,0.83806467
TCGA.AR.A24K.01,0.04451189,0.94218632,0.0563355,0.95302873
TCGA.AR.A24L.01,0.0349775,0.92427848,0.09878003,0.89369892
TCGA.AR.A24M.01,0.03797651,0.92637864,0.07814293,0.90752574
TCGA.AR.A24N.01,0.03322462,0.95119318,0.06383261,0.92455691
TCGA.AR.A24O.01,0.03382222,0.90805407,0.05465314,0.88159575
TCGA.AR.A24P.01,0.02723356,0.9422739,0.04797223,0.87898787
TCGA.AR.A24Q.01,0.03035274,0.90565324,0.08993547,0.70382675
TCGA.AR.A24R.01,0.03611024,0.9179352,0.04261628,0.91752394
TCGA.AR.A24S.01,0.03060387,0.93128092,0.04899142,0.88612163
TCGA.AR.A24T.01,0.04057109,0.93675429,0.06300317,0.91166974
TCGA.AR.A24U.01,0.03412599,0.94242878,0.07407475,0.87983388
TCGA.AR.A24V.01,0.03240826,0.94730742,0.04007974,0.93216442
TCGA.AR.A24W.01,0.02809164,0.94045134,0.11064581,0.92742125
TCGA.AR.A24X.01,0.02258322,0.93871725,0.09529633,0.91368752
TCGA.AR.A24Z.01,0.03750352,0.93997987,0.04662608,0.94346109
TCGA.AR.A250.01,0.02621673,0.91967499,0.35378701,0.89816028
TCGA.AR.A251.01,0.03064506,0.93695413,0.04265625,0.91805235
TCGA.AR.A252.01,0.02715422,0.92007433,0.05099931,0.84836792
TCGA.AR.A254.01,0.03032222,0.89400368,0.07998275,0.81495907
TCGA.AR.A255.01,0.03808366,0.95315699,0.0778183,0.93234508
TCGA.AR.A256.01,0.03571603,0.92925347,0.03337409,0.29338245
TCGA.AR.A2LE.01,0.02635223,0.94649495,0.04836169,0.91255357
TCGA.AR.A2LH.01,0.04352467,0.94487087,0.06214025,0.85261259
TCGA.AR.A2LJ.01,0.03171203,0.93421885,0.0683855,0.87312125
TCGA.AR.A2LK.01,0.04667233,0.94938464,0.03978114,0.94243155
TCGA.AR.A2LM.01,0.03340049,0.95088419,0.1687343,0.86816681
TCGA.AR.A2LN.01,0.03697884,0.94379897,0.08093702,0.89811886
TCGA.AR.A2LO.01,0.03805734,0.95290667,0.08560372,0.85972023
TCGA.AR.A2LQ.01,0.06456217,0.93621353,0.0884003,0.8646438
TCGA.AR.A5QN.01,0.02076891,0.92808319,0.44450314,0.921919
TCGA.AR.A5QP.01,0.03266198,0.93468663,0.05830076,0.90240612
TCGA.AR.A5QQ.01,0.02563659,0.91945085,0.04259874,0.80973165
TCGA.B6.A0I1.01,0.03038935,0.93260237,0.02625005,0.35895709
TCGA.B6.A0I2.01,0.0269093,0.92575546,0.04490169,0.77744165
TCGA.B6.A0I5.01,0.01968872,0.93644415,0.05536057,0.92120959
TCGA.B6.A0I6.01,0.0238961,0.94591051,0.03968797,0.79586178
TCGA.B6.A0I8.01,0.02920401,0.95570916,0.0403019,0.8888832
TCGA.B6.A0I9.01,0.03250457,0.94934318,0.06796174,0.93321923
TCGA.B6.A0IA.01,0.02566051,0.93510276,0.04110121,0.93373991
TCGA.B6.A0IB.01,0.01786319,0.91132826,0.06237607,0.9056204
TCGA.B6.A0IC.01,0.02511189,0.9434509,0.06660235,0.94448585
TCGA.B6.A0IE.01,0.02736795,0.91509587,0.08696873,0.88180483
TCGA.B6.A0IG.01,0.02109142,0.95760493,0.10182893,0.9413007
TCGA.B6.A0IH.01,0.03453723,0.8842343,0.14531016,0.91038636
TCGA.B6.A0IJ.01,0.02209959,0.94168609,0.10066317,0.84809949
TCGA.B6.A0IK.01,0.02726701,0.90080255,0.10553617,0.94058758
TCGA.B6.A0IM.01,0.02365077,0.93802777,0.3566591,0.92339378
TCGA.B6.A0IN.01,0.03322174,0.95114958,0.04010182,0.90945517
TCGA.B6.A0IO.01,0.03075396,0.93492207,0.05820328,0.92256793
TCGA.B6.A0IP.01,0.02543702,0.92943544,0.09232443,0.89881025
TCGA.B6.A0IQ.01,0.02883716,0.93365854,0.09105686,0.49973639
TCGA.B6.A0RE.01,0.03936498,0.8737906,0.02081102,0.42755262
TCGA.B6.A0RG.01,0.02840282,0.92601366,0.03439692,0.96134824
TCGA.B6.A0RH.01,0.03814462,0.84086932,0.33851366,0.95618702
TCGA.B6.A0RI.01,0.03265865,0.89963328,0.03783473,0.93196344
TCGA.B6.A0RL.01,0.02781985,0.92969624,0.02372128,0.94437085
TCGA.B6.A0RM.01,0.03375791,0.93315512,0.03315974,0.95984492
TCGA.B6.A0RN.01,0.03643121,0.90753795,0.06809439,0.96204654
TCGA.B6.A0RO.01,0.02744731,0.91245394,0.07683261,0.93687221
TCGA.B6.A0RP.01,0.04591435,0.92855536,0.07172126,0.88225251
TCGA.B6.A0RQ.01,0.03084856,0.92619322,0.158759,0.88410656
TCGA.B6.A0RS.01,0.03601994,0.89786494,0.03597794,0.91621108
TCGA.B6.A0RT.01,0.03012428,0.90143521,0.02663463,0.74614052
TCGA.B6.A0RU.01,0.02504256,0.91076392,0.07143136,0.90320566
TCGA.B6.A0RV.01,0.03073742,0.90607047,0.20457899,0.93780356
TCGA.B6.A0WS.01,0.02645963,0.91337927,0.0453499,0.81832007
TCGA.B6.A0WT.01,0.03204605,0.9037449,0.13486928,0.93629806
TCGA.B6.A0WV.01,0.05546847,0.90417811,0.03263179,0.94275878
TCGA.B6.A0WW.01,0.03762229,0.91774242,0.03446757,0.93673038
TCGA.B6.A0WX.01,0.03428068,0.90723299,0.04798381,0.80350011
TCGA.B6.A0WY.01,0.03449735,0.91077784,0.13050059,0.91938088
TCGA.B6.A0WZ.01,0.02656152,0.91984187,0.04798188,0.9413804
TCGA.B6.A0X0.01,0.02345122,0.89613346,0.03634644,0.95313794
TCGA.B6.A0X1.01,0.03812282,0.89637164,0.02298024,0.31986906
TCGA.B6.A0X4.01,0.02997695,0.90521282,0.03915569,0.94424357
TCGA.B6.A0X5.01,0.35835326,0.91357322,0.02572986,0.94451798
TCGA.B6.A0X7.01,0.04131526,0.91222641,0.12624951,0.95461719
TCGA.B6.A1KC.01,0.1106932,0.9442403,0.1044274,0.9414316
TCGA.B6.A1KF.01,0.02846125,0.88518792,0.06291073,0.51982297
TCGA.B6.A1KI.01,0.02382185,0.9122612,0.03537484,0.93050453
TCGA.B6.A1KN.01,0.02585244,0.90305337,0.05897076,0.91659251
TCGA.B6.A2IU.01,0.03324431,0.94750319,0.07614079,0.92370504
TCGA.B6.A3ZX.01,0.02612834,0.9132144,0.03332921,0.93975067
TCGA.B6.A400.01,0.02870477,0.93526084,0.03307264,0.61599177
TCGA.B6.A401.01,0.03722445,0.91365247,0.04406602,0.887591
TCGA.B6.A402.01,0.02681999,0.92074691,0.04247885,0.35371344
TCGA.B6.A408.01,0.03013119,0.93740105,0.03595395,0.91404284
TCGA.B6.A409.01,0.02155547,0.93141767,0.04451367,0.58359154
TCGA.B6.A40B.01,0.02333243,0.91866571,0.06799857,0.92362267
TCGA.B6.A40C.01,0.02535784,0.928075,0.0390826,0.91730602
TCGA.BH.A0AU.01,0.02643091,0.94881699,0.03454209,0.92746438
TCGA.BH.A0AV.01,0.03458956,0.90170565,0.05104297,0.39617939
TCGA.BH.A0AW.01,0.02822572,0.8673317,0.09166076,0.91112784
TCGA.BH.A0AY.01,0.03400092,0.90651621,0.06230836,0.86065635
TCGA.BH.A0AZ.01,0.03174851,0.93727626,0.05098146,0.91989309
TCGA.BH.A0B0.01,0.03144308,0.90535094,0.03566469,0.88091766
TCGA.BH.A0B2.01,0.04204536,0.8828258,0.03726249,0.93724307
TCGA.BH.A0B3.01,0.02765067,0.90680324,0.03656096,0.88435362
TCGA.BH.A0B4.01,0.02249839,0.94238852,0.08039203,0.81718276
TCGA.BH.A0B5.01,0.02823716,0.92552737,0.16239345,0.92407649
TCGA.BH.A0B7.01,0.02656377,0.91773776,0.04754482,0.73928918
TCGA.BH.A0B8.01,0.02859302,0.91992131,0.03259925,0.94149538
TCGA.BH.A0B9.01,0.05077352,0.90280024,0.02438577,0.54344531
TCGA.BH.A0BA.01,0.02832265,0.87118063,0.30119161,0.9526678
TCGA.BH.A0BC.01,0.03675326,0.90714469,0.03647288,0.92315213
TCGA.BH.A0BD.01,0.02779055,0.92512389,0.05263474,0.8703162
TCGA.BH.A0BF.01,0.02811186,0.92890976,0.02915686,0.85170857
TCGA.BH.A0BG.01,0.02725331,0.90505204,0.03369729,0.29539539
TCGA.BH.A0BJ.01,0.02874147,0.93580882,0.05709421,0.90099783
TCGA.BH.A0BL.01,0.01546847,0.90032882,0.03415733,0.40326635
TCGA.BH.A0BM.01,0.02711331,0.9169138,0.03050172,0.92569074
TCGA.BH.A0BO.01,0.02063474,0.91796913,0.05671241,0.74003922
TCGA.BH.A0BP.01,0.02819184,0.87216432,0.0528884,0.9116958
TCGA.BH.A0BQ.01,0.02416284,0.90190917,0.05589133,0.84670478
TCGA.BH.A0BR.01,0.03717404,0.89840614,0.05476833,0.80185827
TCGA.BH.A0BS.01,0.03482454,0.90492245,0.03049953,0.90685574
TCGA.BH.A0BT.01,0.02539172,0.90478227,0.4618644,0.94674825
TCGA.BH.A0BV.01,0.02720008,0.92071695,0.05749659,0.84417975
TCGA.BH.A0BW.01,0.02557187,0.91140412,0.04755668,0.37598629
TCGA.BH.A0BZ.01,0.03325146,0.90412958,0.03432275,0.87688783
TCGA.BH.A0C0.01,0.0245441,0.88314097,0.02949882,0.90126526
TCGA.BH.A0C1.01,0.02592678,0.88541299,0.07316553,0.89428417
TCGA.BH.A0C3.01,0.02883367,0.92943945,0.10888315,0.91823989
TCGA.BH.A0C7.01,0.03710748,0.91683381,0.06221525,0.91652159
TCGA.BH.A0DD.01,0.03166493,0.87378514,0.03121692,0.94073281
TCGA.BH.A0DE.01,0.03591384,0.9208812,0.45716417,0.86932225
TCGA.BH.A0DG.01,0.03928234,0.90643851,0.04250691,0.90779786
TCGA.BH.A0DH.01,0.03383425,0.92643495,0.10477263,0.95110509
TCGA.BH.A0DI.01,0.02938677,0.92593692,0.06569742,0.88803544
TCGA.BH.A0DK.01,0.04782565,0.91210705,0.04289773,0.91937235
TCGA.BH.A0DL.01,0.02248882,0.91435262,0.04506989,0.41779773
TCGA.BH.A0DO.01,0.0190599,0.90879569,0.08161638,0.88417432
TCGA.BH.A0DP.01,0.03850709,0.92718336,0.04049329,0.91823273
TCGA.BH.A0DQ.01,0.03805191,0.90408062,0.05420192,0.91934359
TCGA.BH.A0DS.01,0.03243091,0.9298068,0.02583451,0.90533455
TCGA.BH.A0DT.01,0.02458598,0.90870099,0.0857809,0.88065845
TCGA.BH.A0DV.01,0.03676944,0.92288588,0.04471721,0.91894853
TCGA.BH.A0DX.01,0.05718531,0.88831284,0.04573947,0.80618663
TCGA.BH.A0DZ.01,0.02463619,0.90992503,0.29932264,0.88299979
TCGA.BH.A0E0.01,0.0313677,0.91459744,0.0325039,0.47701324
TCGA.BH.A0E1.01,0.03277738,0.91365654,0.05405475,0.94239503
TCGA.BH.A0E2.01,0.03166784,0.87470669,0.03273648,0.96225154
TCGA.BH.A0E6.01,0.02539961,0.92225035,0.05964659,0.84934165
TCGA.BH.A0E7.01,0.02276991,0.93748384,0.0555308,0.92395833
TCGA.BH.A0E9.01,0.02791949,0.92055718,0.09486207,0.8498755
TCGA.BH.A0EA.01,0.02207011,0.9147468,0.04576764,0.8636117
TCGA.BH.A0EB.01,0.02579628,0.93994422,0.13860366,0.59274803
TCGA.BH.A0EE.01,0.02076336,0.90916967,0.04716133,0.79681835
TCGA.BH.A0EI.01,0.02556705,0.92642889,0.41426579,0.93314414
TCGA.BH.A0GY.01,0.03848056,0.90673663,0.10127434,0.91079909
TCGA.BH.A0GZ.01,0.02934167,0.93759758,0.02416366,0.89438271
TCGA.BH.A0H0.01,0.03785914,0.92524859,0.05956187,0.94487428
TCGA.BH.A0H3.01,0.02524231,0.93623506,0.04429454,0.91185634
TCGA.BH.A0H5.01,0.02768888,0.90678964,0.04754964,0.78883616
TCGA.BH.A0H6.01,0.03322707,0.91734352,0.10081234,0.95578388
TCGA.BH.A0H7.01,0.0406592,0.9261715,0.61033763,0.94866277
TCGA.BH.A0H9.01,0.02950415,0.93953984,0.0445351,0.80448936
TCGA.BH.A0HA.01,0.02631144,0.92559352,0.21690266,0.93166081
TCGA.BH.A0HB.01,0.03015896,0.9147902,0.05145818,0.89123959
TCGA.BH.A0HF.01,0.02675296,0.9018011,0.02597396,0.91640079
TCGA.BH.A0HI.01,0.04284632,0.90136393,0.04607942,0.93840169
TCGA.BH.A0HK.01,0.03341421,0.9328911,0.03346753,0.93618612
TCGA.BH.A0HL.01,0.03271636,0.94798949,0.04783619,0.95531971
TCGA.BH.A0HN.01,0.02807715,0.83552533,0.0247425,0.92997348
TCGA.BH.A0HO.01,0.02747991,0.93673555,0.03739048,0.84454779
TCGA.BH.A0HP.01,0.03283242,0.91589969,0.14219843,0.93337381
TCGA.BH.A0HQ.01,0.02684053,0.93768061,0.11773829,0.92744513
TCGA.BH.A0HU.01,0.02308768,0.94710681,0.21906535,0.93038563
TCGA.BH.A0HW.01,0.01913944,0.95453957,0.03627955,0.95644636
TCGA.BH.A0HX.01,0.04134966,0.92825601,0.02529482,0.9203735
TCGA.BH.A0HY.01,0.03621111,0.89320623,0.022736,0.93296567
TCGA.BH.A0RX.01,0.0220411,0.92050175,0.0327492,0.7868159
TCGA.BH.A0W3.01,0.03489267,0.93041335,0.09507821,0.92653595
TCGA.BH.A0W4.01,0.0246914,0.91507825,0.30261122,0.89595193
TCGA.BH.A0W5.01,0.03162259,0.90804878,0.04811799,0.90950702
TCGA.BH.A0W7.01,0.02345809,0.881164,0.05153619,0.86358056
TCGA.BH.A0WA.01,0.04925403,0.8668588,0.04510685,0.48073808
TCGA.BH.A18F.01,0.02018449,0.90355834,0.09769986,0.87603275
TCGA.BH.A18G.01,0.02324781,0.88004866,0.13936248,0.24152324
TCGA.BH.A18H.01,0.02214671,0.92154063,0.04744559,0.81365588
TCGA.BH.A18I.01,0.02257486,0.92808718,0.0508717,0.91405841
TCGA.BH.A18J.01,0.02511921,0.90423494,0.05306359,0.71083268
TCGA.BH.A18K.01,0.02481709,0.92146653,0.07084372,0.40046375
TCGA.BH.A18L.01,0.02182777,0.93139581,0.04824399,0.95284481
TCGA.BH.A18M.01,0.02335894,0.9195652,0.08282593,0.91810027
TCGA.BH.A18N.01,0.02670376,0.93401087,0.04212376,0.91862696
TCGA.BH.A18P.01,0.02281861,0.85865659,0.27985484,0.92205693
TCGA.BH.A18Q.01,0.02830858,0.89790872,0.04611877,0.88877432
TCGA.BH.A18R.01,0.02491848,0.89709633,0.0793727,0.83600264
TCGA.BH.A18S.01,0.02076402,0.92887339,0.05859629,0.87802414
TCGA.BH.A18T.01,0.04075245,0.92454395,0.04278733,0.18108923
TCGA.BH.A18U.01,0.03287897,0.93493303,0.05619407,0.93781808
TCGA.BH.A18V.01,0.02255876,0.92185829,0.04322875,0.22584489
TCGA.BH.A1EN.01,0.03300373,0.9030232,0.04962572,0.95043476
TCGA.BH.A1EO.01,0.03471687,0.93160899,0.50139799,0.95054797
TCGA.BH.A1ES.01,0.03121217,0.89068034,0.37365552,0.95746051
TCGA.BH.A1ET.01,0.03029765,0.93572599,0.06622534,0.84561888
TCGA.BH.A1EU.01,0.03078814,0.90428634,0.03925985,0.89891309
TCGA.BH.A1EV.01,0.038486,0.93777923,0.02475248,0.91399851
TCGA.BH.A1EW.01,0.04061591,0.93640459,0.0338183,0.92123642
TCGA.BH.A1EX.01,0.0294624,0.92308109,0.03379315,0.87275682
TCGA.BH.A1EY.01,0.03996077,0.84536236,0.03810221,0.79157134
TCGA.BH.A1F0.01,0.03482632,0.93605868,0.02810854,0.69505092
TCGA.BH.A1F2.01,0.02252171,0.90692902,0.10760207,0.88053419
TCGA.BH.A1F6.01,0.03822048,0.91450147,0.03821412,0.61316655
TCGA.BH.A1F8.01,0.031997,0.93433725,0.06657196,0.9057685
TCGA.BH.A1FB.01,0.0378812,0.90136607,0.08856465,0.89794393
TCGA.BH.A1FC.01,0.03382105,0.91301571,0.03598804,0.92619922
TCGA.BH.A1FD.01,0.02844157,0.87185736,0.29299124,0.93810094
TCGA.BH.A1FE.01,0.03318562,0.88899531,0.07409347,0.86411185
TCGA.BH.A1FG.01,0.03130848,0.94073559,0.03220104,0.94336116
TCGA.BH.A1FH.01,0.03254107,0.90055631,0.09235153,0.85809346
TCGA.BH.A1FJ.01,0.03570817,0.93118679,0.04451909,0.95131485
TCGA.BH.A1FL.01,0.02689156,0.9296174,0.10758049,0.94401061
TCGA.BH.A1FM.01,0.05238594,0.82859537,0.03151988,0.89706045
TCGA.BH.A1FN.01,0.02965609,0.9301413,0.04692079,0.92238989
TCGA.BH.A1FR.01,0.03465121,0.90902541,0.08021828,0.88376078
TCGA.BH.A1FU.01,0.06521155,0.93829119,0.09118761,0.84936841
TCGA.BH.A201.01,0.0303878,0.89838562,0.08388923,0.90851482
TCGA.BH.A202.01,0.02900094,0.91134975,0.03802589,0.91330485
TCGA.BH.A203.01,0.02830026,0.92976003,0.04394187,0.8835856
TCGA.BH.A204.01,0.0393282,0.91771285,0.18749639,0.93799966
TCGA.BH.A208.01,0.02747423,0.92410517,0.05861581,0.87661485
TCGA.BH.A209.01,0.101099,0.940964,0.1182588,0.8695976
TCGA.BH.A28O.01,0.02651272,0.94156382,0.11707413,0.90502897
TCGA.BH.A28Q.01,0.03529589,0.93606251,0.14008675,0.94166832
TCGA.BH.A2L8.01,0.03442964,0.94083371,0.05122426,0.83685429
TCGA.BH.A42T.01,0.02552957,0.92488447,0.15217349,0.9046682
TCGA.BH.A42U.01,0.02392639,0.93478912,0.10315067,0.83044711
TCGA.BH.A42V.01,0.02425442,0.93700298,0.36587385,0.87444204
TCGA.BH.A6R8.01,0.03213668,0.90186582,0.03392012,0.92612073
TCGA.BH.A6R9.01,0.02947418,0.89787301,0.04763635,0.79909813
TCGA.BH.A8FY.01,0.03801758,0.89018885,0.03890075,0.92283239
TCGA.BH.A8FZ.01,0.02807251,0.93475072,0.07519011,0.86151068
TCGA.BH.A8G0.01,0.02189066,0.93348717,0.10686734,0.88053701
TCGA.BH.AB28.01,0.05919252,0.88495756,0.07533449,0.94434909
TCGA.C8.A12K.01,0.03140332,0.88647671,0.03553985,0.70201656
TCGA.C8.A12L.01,0.02233017,0.53294004,0.04891418,0.79990784
TCGA.C8.A12M.01,0.02624091,0.90987533,0.13696172,0.93803066
TCGA.C8.A12N.01,0.01944379,0.92968054,0.03744711,0.87499707
TCGA.C8.A12O.01,0.02141764,0.9215972,0.03701424,0.792368
TCGA.C8.A12P.01,0.01977888,0.89348666,0.05173344,0.84718353
TCGA.C8.A12Q.01,0.03570796,0.83131252,0.0722992,0.78080744
TCGA.C8.A12T.01,0.02141951,0.86343473,0.17743154,0.9049784
TCGA.C8.A12U.01,0.03336536,0.87621627,0.05674811,0.80369134
TCGA.C8.A12V.01,0.02853784,0.92478513,0.04245177,0.66035325
TCGA.C8.A12W.01,0.02490164,0.93599979,0.04770066,0.87055045
TCGA.C8.A12X.01,0.02988508,0.91464113,0.46555442,0.95222473
TCGA.C8.A12Y.01,0.02562243,0.91537359,0.05258116,0.87374559
TCGA.C8.A12Z.01,0.02356595,0.86649471,0.05130979,0.93643521
TCGA.C8.A130.01,0.04342341,0.91019941,0.05074826,0.91751497
TCGA.C8.A131.01,0.0289457,0.90622869,0.04293931,0.56919035
TCGA.C8.A132.01,0.02674754,0.91483888,0.0579685,0.88375721
TCGA.C8.A133.01,0.02565681,0.85554072,0.04250788,0.91034016
TCGA.C8.A134.01,0.59127692,0.85603889,NA,0.49239863
TCGA.C8.A135.01,0.02213886,0.89833103,0.04881895,0.84625103
TCGA.C8.A137.01,0.03118378,0.79569754,0.27203921,0.92434076
TCGA.C8.A138.01,0.02412632,0.8731255,0.17719377,0.8755228
TCGA.C8.A1HE.01,0.03002844,0.90337808,0.04084526,0.90164497
TCGA.C8.A1HF.01,0.02812283,0.91400871,0.0682886,0.89577738
TCGA.C8.A1HG.01,0.03772509,0.93361516,0.02859661,0.92866999
TCGA.C8.A1HI.01,0.02893253,0.91689485,0.0568366,0.94254767
TCGA.C8.A1HJ.01,0.02230257,0.92068517,0.03578461,0.90130616
TCGA.C8.A1HK.01,0.03329791,0.89872005,0.20531081,0.92951614
TCGA.C8.A1HL.01,0.02960074,0.91245582,0.06071205,0.90918077
TCGA.C8.A1HM.01,0.03222663,0.89693255,0.02556176,0.88754864
TCGA.C8.A1HN.01,0.06590233,0.89691836,0.02512318,0.9087329
TCGA.C8.A1HO.01,0.02785492,0.90178498,0.49982325,0.94606789
TCGA.C8.A26V.01,0.0275393,0.91296138,0.05627744,0.89095377
TCGA.C8.A26W.01,0.03068911,0.91619136,0.14010046,0.9283779
TCGA.C8.A26X.01,0.03019736,0.93406442,0.03204785,0.83509279
TCGA.C8.A26Y.01,0.03008374,0.94245049,0.06294506,0.85648078
TCGA.C8.A26Z.01,0.02664588,0.94002182,0.04164874,0.94917806
TCGA.C8.A273.01,0.03021539,0.9275267,0.04183714,0.93631909
TCGA.C8.A274.01,0.03389875,0.93319436,0.03871238,0.91734294
TCGA.C8.A275.01,0.02418689,0.92549627,0.0759464,0.89773054
TCGA.C8.A278.01,0.02726327,0.93213906,0.04030565,0.91200433
TCGA.C8.A27A.01,0.03145341,0.90058146,0.04873198,0.94973639
TCGA.C8.A27B.01,0.03058172,0.92686199,0.04541952,0.65385429
TCGA.C8.A3M7.01,0.03176559,0.91307138,0.08748708,0.84470048
TCGA.C8.A3M8.01,0.02872579,0.93850157,0.0529321,0.89001133
TCGA.C8.A8HP.01,0.03869081,0.91280072,0.18278225,0.86243448
TCGA.C8.A8HQ.01,0.02313313,0.91299371,0.44824362,0.92069346
TCGA.C8.A8HR.01,0.04479179,0.89749203,0.0430426,0.86831783
TCGA.C8.A9FZ.01,0.03787809,0.94931065,0.70651746,0.94017658
TCGA.D8.A13Y.01,0.03652831,0.84956194,0.10873576,0.96678294
TCGA.D8.A13Z.01,0.02969592,0.87738961,0.27549154,0.84608106
TCGA.D8.A140.01,0.02043263,0.85942056,0.02913366,0.90698072
TCGA.D8.A141.01,0.02821389,0.88654384,0.06813079,0.75369443
TCGA.D8.A142.01,0.03589829,0.91305172,0.05759265,0.60051565
TCGA.D8.A143.01,0.02268486,0.90849572,0.0912153,0.90285123
TCGA.D8.A145.01,0.02078433,0.90882023,0.05902896,0.87365039
TCGA.D8.A147.01,0.03218329,0.86765287,0.0488209,0.52006573
TCGA.D8.A1J8.01,0.02652091,0.91408119,0.05650652,0.8640943
TCGA.D8.A1J9.01,0.02703336,0.90675064,0.04096687,0.89024062
TCGA.D8.A1JA.01,0.02700859,0.87476518,0.07655547,0.8608751
TCGA.D8.A1JB.01,0.02779122,0.91954255,0.10421687,0.84965808
TCGA.D8.A1JC.01,0.03102554,0.92747338,0.04213577,0.87803672
TCGA.D8.A1JD.01,0.03732617,0.9457548,0.07071091,0.81997567
TCGA.D8.A1JE.01,0.02306585,0.89903716,0.03771767,0.70307647
TCGA.D8.A1JF.01,0.03475787,0.93786887,0.11993671,0.82657863
TCGA.D8.A1JG.01,0.02105537,0.87570301,0.12510313,0.82195605
TCGA.D8.A1JH.01,0.0280581,0.82210229,0.14563854,0.86777691
